1000000	0.210000	24921386.010000	27430117	23538745
1500000	0.330000	38592863.020000	41512153	36428600
2000000	0.460000	52497650.860000	56502563	50179221
2500000	0.600000	66327056.520000	72088768	63304403
3000000	0.700000	80818015.310000	87470236	77451354
3500000	0.830000	95026982.000000	103026688	90926783
4000000	0.950000	109902117.580000	121233561	105375814
4500000	1.080000	124846098.420000	131288016	119265147
5000000	1.210000	140440113.960000	148319273	133597798
5500000	1.340000	155081026.430000	166100429	147795443
6000000	1.470000	170176492.920000	180029589	164043910
6500000	1.600000	184767578.330000	195204796	179279576
7000000	1.730000	200742240.340000	211669403	191885538
7500000	1.870000	216081387.900000	241664017	206899442
8000000	1.990000	231711391.460000	247755402	223566033
8500000	2.140000	247612680.310000	268522624	236816219
9000000	2.260000	262270277.580000	278319513	249236446
9500000	2.390000	278452497.970000	292494813	267028999
10000000	2.530000	293495446.380000	318791746	281272048
