10000	0.000000	155006.320000	190516	143902
15000	0.000000	245740.880000	273914	224708
20000	0.000000	339551.360000	375833	319021
25000	0.010000	436085.820000	481189	407721
30000	0.000000	532892.110000	591414	503424
35000	0.000000	634514.500000	720669	584788
40000	0.010000	732188.540000	810932	688816
45000	0.010000	835767.080000	933132	787460
50000	0.010000	939218.380000	1035869	886783
55000	0.010000	1040221.030000	1135077	979531
60000	0.010000	1147019.490000	1284330	1082744
65000	0.010000	1251492.000000	1386039	1177578
70000	0.020000	1359084.350000	1474793	1289095
75000	0.010000	1467114.920000	1633381	1373687
80000	0.020000	1592291.670000	1827539	1473122
85000	0.010000	1686897.720000	1844547	1585824
90000	0.020000	1803624.100000	1945994	1691218
95000	0.020000	1901438.150000	2068822	1779710
100000	0.020000	2030539.280000	2224010	1918194
