minimax 2 3.522158930000387
alpha_beta 2 1.8555466379998506
minimax 2 2.2645459440000195
alpha_beta 2 1.8770921160003127
minimax 2 2.245092945000124
alpha_beta 2 1.8543917409997448
minimax 2 2.2332989989999987
alpha_beta 2 1.998328827000023
minimax 2 2.564083660000051
alpha_beta 2 2.1427267450003455
minimax 2 2.6115594269999747
alpha_beta 2 2.1303207609998935
minimax 2 2.419982015000187
alpha_beta 2 1.8822612089998074
minimax 2 2.286164740000004
alpha_beta 2 2.024280681000164
minimax 2 2.5852081850002833
alpha_beta 2 1.9674277570002232
minimax 2 2.330184036999981
alpha_beta 2 1.9914805130001696
minimax 3 18.269051751999996
alpha_beta 3 7.739203276000353
minimax 3 25.480246661000365
alpha_beta 3 10.73024703200008
minimax 3 20.766498627000146
alpha_beta 3 10.084355646999938
minimax 3 17.13858214799984
alpha_beta 3 7.3531626110002435
minimax 3 17.142951223999717
alpha_beta 3 7.343103066999902
minimax 3 17.129184258999885
alpha_beta 3 7.318079441000009
minimax 3 17.24988245099985
alpha_beta 3 9.595795514999736
minimax 3 28.16146934499966
alpha_beta 3 12.799467235000066
minimax 3 23.902208754000185
alpha_beta 3 7.364831324000079
minimax 3 19.544057486999918
alpha_beta 3 11.341655790000004
minimax 4 415.4638394039998
alpha_beta 4 98.0817179390001
minimax 4 398.928313894
alpha_beta 4 92.44637390000025
minimax 4 427.04715962399996
alpha_beta 4 83.22484809799971
minimax 4 408.401733572
alpha_beta 4 83.9963859340005
minimax 4 440.58587690700006
alpha_beta 4 93.7952429549996
minimax 4 462.2847151440001
alpha_beta 4 89.755499805
minimax 4 404.654448798
alpha_beta 4 83.56657388599979
minimax 4 369.5207893079996
alpha_beta 4 91.92307971700029
minimax 4 394.3132701499999
alpha_beta 4 72.74389219599925
minimax 4 354.99213836499985
alpha_beta 4 72.26517915000022
