200	0.000319660000	19900.000000	19900	19900
400	0.000493400000	79800.000000	79800	79800
600	0.001002840000	179700.000000	179700	179700
800	0.001758710000	319600.000000	319600	319600
1000	0.002775365000	499500.000000	499500	499500
1200	0.004411325000	719400.000000	719400	719400
1400	0.005498925000	979300.000000	979300	979300
1600	0.007606320000	1279200.000000	1279200	1279200
1800	0.009377710000	1619100.000000	1619100	1619100
2000	0.012069240000	1999000.000000	1999000	1999000
2200	0.014499470000	2418900.000000	2418900	2418900
2400	0.017071140000	2878800.000000	2878800	2878800
2600	0.020684820000	3378700.000000	3378700	3378700
2800	0.023579790000	3918600.000000	3918600	3918600
3000	0.028475495000	4498500.000000	4498500	4498500
3200	0.031924375000	5118400.000000	5118400	5118400
3400	0.036677730000	5778300.000000	5778300	5778300
3600	0.041033935000	6478200.000000	6478200	6478200
3800	0.047683410000	7218100.000000	7218100	7218100
4000	0.052768765000	7998000.000000	7998000	7998000
