200	0.000196160000	19900.000000	19900	19900
400	0.000498955000	79800.000000	79800	79800
600	0.001053085000	179700.000000	179700	179700
800	0.001849395000	319600.000000	319600	319600
1000	0.002997240000	499500.000000	499500	499500
1200	0.004660915000	719400.000000	719400	719400
1400	0.006477990000	979300.000000	979300	979300
1600	0.007592775000	1279200.000000	1279200	1279200
1800	0.009908290000	1619100.000000	1619100	1619100
2000	0.013392925000	1999000.000000	1999000	1999000
2200	0.014119215000	2418900.000000	2418900	2418900
2400	0.016554900000	2878800.000000	2878800	2878800
2600	0.022660140000	3378700.000000	3378700	3378700
2800	0.024041575000	3918600.000000	3918600	3918600
3000	0.027426115000	4498500.000000	4498500	4498500
3200	0.031362020000	5118400.000000	5118400	5118400
3400	0.036391770000	5778300.000000	5778300	5778300
3600	0.040070800000	6478200.000000	6478200	6478200
3800	0.047974780000	7218100.000000	7218100	7218100
4000	0.052462890000	7998000.000000	7998000	7998000
