256	0.093963	0.032341
288	0.056607	0.047903
320	0.074993	0.054293
352	0.086465	0.084416
384	0.211107	0.174442
416	0.302697	0.201869
448	0.495086	0.254384
256	0.109362	0.044969
288	0.076500	0.039166
320	0.084191	0.049521
352	0.084105	0.065785
384	0.134447	0.086836
416	0.149365	0.111119
448	0.196179	0.142122
256	0.053102	0.024986
288	0.055578	0.036044
320	0.075018	0.051504
352	0.084433	0.070250
384	0.126518	0.104195
416	0.175826	0.129337
448	0.196926	0.161806
256	0.042798	0.025095
288	0.049978	0.035130
320	0.068268	0.050638
352	0.084439	0.066203
384	0.140534	0.097963
416	0.149123	0.114342
448	0.240406	0.159246
256	0.062109	0.032790
288	0.051889	0.043656
320	0.079096	0.088034
352	0.162736	0.074321
384	0.132468	0.089989
416	0.163411	0.129810
448	0.236142	0.219517
256	0.098940	0.048741
288	0.052770	0.054223
320	0.107120	0.068296
352	0.118336	0.101510
384	0.138776	0.090269
416	0.152303	0.121797
448	0.202981	0.143901
256	0.055553	0.025953
288	0.053560	0.039556
320	0.069708	0.049420
352	0.082718	0.066206
384	0.121375	0.089381
416	0.142430	0.112552
448	0.192958	0.146007
256	0.041701	0.025399
288	0.049568	0.035969
320	0.063599	0.048675
352	0.086591	0.067728
384	0.133382	0.088676
416	0.151482	0.112904
448	0.198725	0.143001
256	0.043859	0.025726
288	0.041949	0.037011
320	0.073977	0.048721
352	0.091144	0.068189
384	0.122924	0.089859
416	0.147726	0.110716
448	0.196997	0.142643
256	0.047240	0.026023
288	0.051529	0.036258
320	0.073175	0.051451
352	0.092341	0.066038
384	0.123223	0.090020
416	0.155142	0.112093
448	0.206339	0.141759
