1000	999	250000	499500
2000	1999	1000000	1999000
3000	2999	2250000	4498500
4000	3999	4000000	7998000
5000	4999	6250000	12497500
6000	5999	9000000	17997000
7000	6999	12250000	24496500
8000	7999	16000000	31996000
9000	8999	20250000	40495500
10000	9999	25000000	49995000
11000	10999	30250000	60494500
12000	11999	36000000	71994000
13000	12999	42250000	84493500
14000	13999	49000000	97993000
15000	14999	56250000	112492500
16000	15999	64000000	127992000
17000	16999	72250000	144491500
18000	17999	81000000	161991000
19000	18999	90250000	180490500
20000	19999	100000000	199990000
21000	20999	110250000	220489500
22000	21999	121000000	241989000
23000	22999	132250000	264488500
24000	23999	144000000	287988000
25000	24999	156250000	312487500
26000	25999	169000000	337987000
27000	26999	182250000	364486500
28000	27999	196000000	391986000
29000	28999	210250000	420485500
30000	29999	225000000	449985000
31000	30999	240250000	480484500
32000	31999	256000000	511984000
33000	32999	272250000	544483500
34000	33999	289000000	577983000
35000	34999	306250000	612482500
36000	35999	324000000	647982000
37000	36999	342250000	684481500
38000	37999	361000000	721981000
39000	38999	380250000	760480500
40000	39999	400000000	799980000
41000	40999	420250000	840479500
42000	41999	441000000	881979000
43000	42999	462250000	924478500
44000	43999	484000000	967978000
45000	44999	506250000	1012477500
46000	45999	529000000	1057977000
47000	46999	552250000	1104476500
48000	47999	576000000	1151976000
49000	48999	600250000	1200475500
50000	49999	625000000	1249975000
51000	50999	650250000	1300474500
52000	51999	676000000	1351974000
53000	52999	702250000	1404473500
54000	53999	729000000	1457973000
55000	54999	756250000	1512472500
56000	55999	784000000	1567972000
57000	56999	812250000	1624471500
58000	57999	841000000	1681971000
59000	58999	870250000	1740470500
60000	59999	900000000	1799970000
61000	60999	930250000	1860469500
62000	61999	961000000	1921969000
63000	62999	992250000	1984468500
64000	63999	1024000000	2047968000
65000	64999	1056250000	2112467500
66000	65999	1089000000	2177967000
67000	66999	1122250000	2244466500
68000	67999	1156000000	2311966000
69000	68999	1190250000	2380465500
70000	69999	1225000000	2449965000
71000	70999	1260250000	2520464500
72000	71999	1296000000	2591964000
73000	72999	1332250000	2664463500
74000	73999	1369000000	2737963000
75000	74999	1406250000	2812462500
76000	75999	1444000000	2887962000
77000	76999	1482250000	2964461500
78000	77999	1521000000	3041961000
79000	78999	1560250000	3120460500
80000	79999	1600000000	3199960000
81000	80999	1640250000	3280459500
82000	81999	1681000000	3361959000
83000	82999	1722250000	3444458500
84000	83999	1764000000	3527958000
85000	84999	1806250000	3612457500
86000	85999	1849000000	3697957000
87000	86999	1892250000	3784456500
88000	87999	1936000000	3871956000
89000	88999	1980250000	3960455500
90000	89999	2025000000	4049955000
91000	90999	2070250000	4140454500
92000	91999	2116000000	4231954000
93000	92999	2162250000	4324453500
94000	93999	2209000000	4417953000
95000	94999	2256250000	4512452500
96000	95999	2304000000	4607952000
97000	96999	2352250000	4704451500
98000	97999	2401000000	4801951000
99000	98999	2450250000	4900450500
100000	99999	2500000000	4999950000
101000	100999	2550250000	5100449500
