10000	0.090000	24994232.220000	25489915	24504025
15000	0.190000	56259972.710000	56837291	55644919
20000	0.380000	99980580.850000	101437056	99097083
25000	0.540000	156232294.950000	157997280	154657819
30000	0.780000	225109316.950000	227074761	222413259
35000	1.060000	306229066.420000	308861279	302771852
40000	1.330000	399788389.600000	402717329	396437038
45000	1.670000	506151049.580000	510637394	502770346
50000	2.060000	624473278.830000	629688611	620283728
55000	2.500000	756091603.730000	761151170	750678609
60000	2.980000	900109659.880000	906301564	893817402
65000	3.490000	1056393190.860000	1063775710	1051187264
70000	4.040000	1224704552.710000	1231771905	1215359572
75000	4.640000	1406141097.770000	1414282229	1397426763
80000	5.280000	1600894620.910000	1607797368	1591020509
85000	5.960000	1806210874.020000	1814678818	1797341590
90000	6.680000	2024742998.730000	2035088386	2013574419
95000	7.450000	184467438698582272.000000	-2024661914	-2050721922
100000	8.250000	184467438942426208.000000	-1777534972	-1805384294


10000	0.090000	24978859.310000	25422010	24551779
15000	0.200000	56234295.960000	57027146	55646321
20000	0.340000	99966500.530000	101139175	98334252
25000	0.520000	156218730.850000	158045846	154896809
30000	0.740000	224973753.530000	226852058	222705796
35000	1.020000	306296173.090000	309040492	303082200
40000	1.320000	399893701.610000	402595112	396870549
45000	1.680000	506057625.040000	509523378	502027952
50000	2.070000	625298210.640000	630348580	622032581
55000	2.500000	756213015.220000	762262117	751559095
60000	2.980000	899759468.500000	905938835	892246684
65000	3.510000	1056291728.050000	1064013648	1050240398
70000	4.060000	1224563046.480000	1231609050	1216679261
75000	4.670000	1406604371.770000	1413554050	1397554489
80000	5.300000	1600514474.170000	1608451384	1592128947
85000	5.980000	1805898719.360000	1816935182	1797805429
90000	6.730000	2025100117.500000	2034463739	2014085767
95000	7.480000	184467438698126464.000000	-2023893498	-2051938068
100000	8.290000	184467438941874432.000000	-1783264094	-1809417120
