400000	0.000744	0.001145	0.002943	0.002670
800000	0.001532	0.002296	0.002405	0.005648
1200000	0.002303	0.003410	0.002783	0.001239
1600000	0.003038	0.004539	0.004340	0.018946
2000000	0.003788	0.005661	0.001466	0.001459
400000	0.000743	0.001160	0.002365	0.003962
800000	0.001603	0.002295	0.002200	0.001431
1200000	0.002387	0.003452	0.000499	0.005066
1600000	0.003063	0.004591	0.013815	0.001758
2000000	0.003833	0.005679	0.000760	0.005255
400000	0.000787	0.001116	0.002178	0.006738
800000	0.001490	0.002381	0.001534	0.000544
1200000	0.002381	0.003443	0.001797	0.000806
1600000	0.003067	0.004538	0.006081	0.001949
2000000	0.003789	0.005671	0.001555	0.006026
400000	0.000742	0.001113	0.002370	0.005444
800000	0.001490	0.002296	0.009430	0.000491
1200000	0.002286	0.003573	0.003723	0.004408
1600000	0.003062	0.004764	0.000688	0.000952
2000000	0.003980	0.005942	0.000840	0.006114
400000	0.000849	0.001139	0.001506	0.002422
800000	0.001899	0.002379	0.001434	0.001365
1200000	0.002309	0.003450	0.000918	0.001281
1600000	0.003088	0.004761	0.004306	0.003185
2000000	0.003881	0.005831	0.002518	0.002890
400000	0.000773	0.001146	0.004733	0.002436
800000	0.001535	0.002358	0.001973	0.002062
1200000	0.002302	0.003529	0.002453	0.003177
1600000	0.003066	0.004589	0.000685	0.000989
2000000	0.003832	0.005745	0.000763	0.003551
400000	0.000777	0.001144	0.001860	0.001457
800000	0.001556	0.002306	0.003042	0.004877
1200000	0.002309	0.003442	0.001941	0.002462
1600000	0.003061	0.004602	0.007767	0.005513
2000000	0.003825	0.005734	0.002037	0.008610
400000	0.000763	0.001147	0.002565	0.002061
800000	0.001490	0.002284	0.002976	0.004188
1200000	0.002255	0.003407	0.002363	0.004015
1600000	0.003052	0.004541	0.015756	0.004865
2000000	0.004046	0.006050	0.000774	0.001159
400000	0.000762	0.001143	0.001703	0.005579
800000	0.001558	0.002337	0.003123	0.001120
1200000	0.002302	0.003487	0.002436	0.000867
1600000	0.003077	0.004637	0.000633	0.001160
2000000	0.003854	0.005753	0.002579	0.001161
400000	0.000763	0.001189	0.001977	0.009622
800000	0.001587	0.002316	0.003389	0.004648
1200000	0.002373	0.003471	0.003996	0.001561
1600000	0.003124	0.004723	0.000754	0.001181
2000000	0.003825	0.005756	0.001747	0.001142
400000	0.000763	0.001145	0.005034	0.001514
800000	0.001547	0.002362	0.001165	0.000494
1200000	0.002297	0.003446	0.002247	0.012481
1600000	0.003067	0.004613	0.002726	0.006320
2000000	0.003829	0.005782	0.001088	0.001905
400000	0.000762	0.001154	0.002096	0.001689
800000	0.001544	0.002383	0.004516	0.001099
1200000	0.002347	0.003529	0.001917	0.000914
1600000	0.003132	0.004659	0.007917	0.010050
2000000	0.003793	0.005679	0.001571	0.008016
400000	0.000768	0.001116	0.002440	0.006366
800000	0.001493	0.002511	0.001810	0.013221
1200000	0.003545	0.003537	0.002086	0.002750
1600000	0.003773	0.004623	0.001004	0.001461
2000000	0.003845	0.005743	0.005526	0.001094
400000	0.000764	0.001148	0.001573	0.000913
800000	0.001579	0.002317	0.006452	0.000560
1200000	0.002295	0.003606	0.001920	0.002278
1600000	0.003090	0.004632	0.001012	0.001380
2000000	0.003889	0.006087	0.001365	0.001622
400000	0.000793	0.001154	0.006136	0.001816
800000	0.001541	0.002342	0.003994	0.005490
1200000	0.002419	0.003502	0.000714	0.003916
1600000	0.003094	0.004870	0.000995	0.001457
2000000	0.003885	0.005902	0.004853	0.002645
