200	0.000019790000	1560.190000	2085	1327
400	0.000041645000	3674.440000	5169	3147
600	0.000069645000	5945.615000	7572	5290
800	0.000093690000	8383.630000	10067	7517
1000	0.000119015000	10982.200000	14886	9894
1200	0.000156590000	13596.845000	16087	12086
1400	0.000171230000	16303.480000	20315	14378
1600	0.000198665000	19214.100000	24655	17261
1800	0.000233085000	21987.855000	25979	19522
2000	0.000252690000	24566.175000	28156	22145
2200	0.000271530000	27593.530000	33584	25065
2400	0.000303510000	30440.710000	39420	27849
2600	0.000326220000	33481.420000	39484	30307
2800	0.000352740000	36367.215000	43571	32929
3000	0.000383895000	39468.005000	45395	36304
3200	0.000417570000	42395.420000	48825	37798
3400	0.000441775000	45545.800000	53074	41945
3600	0.000475495000	48551.740000	58773	43910
3800	0.000523615000	51845.150000	61961	46557
4000	0.000565765000	55199.140000	64467	49925
