1024	0.023077	0.002629
2048	0.178137	0.009686
3072	0.216987	0.021387
4096	1.551078	0.038023
5120	0.603067	0.058496
6144	1.679259	0.083987
7168	1.192159	0.114072
8192	6.147713	0.148789
9216	1.983836	0.188418
10240	4.705940	0.235155
11264	2.972681	0.280830
12288	13.577890	0.334239
13312	4.117742	0.392375
14336	9.236178	0.454723
15360	5.485137	0.522013
16384	24.596661	0.594538
1024	0.018930	0.002769
2048	0.177204	0.009814
3072	0.216259	0.021300
4096	1.553256	0.037615
5120	0.601244	0.058463
6144	1.678575	0.084378
7168	1.194478	0.114204
8192	6.139637	0.148902
9216	1.983681	0.189131
10240	4.703029	0.232974
11264	2.980327	0.280503
12288	13.575223	0.334356
13312	4.124499	0.392244
14336	9.234251	0.455684
15360	5.481911	0.521818
16384	24.602442	0.593620
